patch,map,agent,win_rate,total_games,wins
8.03,Sunset,phoenix,50.0,4,2
8.03,Sunset,sage,50.0,2,1
8.03,Sunset,yoru,33.33,6,2
8.03,Sunset,breach,33.33,21,7
8.03,Sunset,chamber,33.33,3,1
8.03,Sunset,jett,25.0,4,1
8.03,Sunset,fade,25.0,20,5
8.03,Sunset,harbor,0.0,1,0
8.03,Sunset,deadlock,0.0,1,0
8.04,Ascent,raze,66.67,6,4
8.04,Ascent,gekko,60.0,5,3
8.04,Ascent,killjoy,58.33,12,7
8.04,Ascent,sova,58.33,12,7
8.04,Ascent,fade,50.0,6,3
8.04,Ascent,omen,50.0,20,10
8.04,Ascent,jett,50.0,12,6
8.04,Ascent,kayo,46.67,15,7
8.04,Ascent,viper,42.86,7,3
8.04,Ascent,breach,0.0,3,0
8.04,Ascent,phoenix,0.0,1,0
8.04,Ascent,yoru,0.0,1,0
8.04,Bind,gekko,100.0,6,6
8.04,Bind,brimstone,70.0,10,7
8.04,Bind,skye,58.33,12,7
8.04,Bind,raze,56.25,16,9
8.04,Bind,viper,50.0,14,7
8.04,Bind,reyna,50.0,2,1
8.04,Bind,harbor,50.0,2,1
8.04,Bind,omen,33.33,6,2
8.04,Bind,sova,33.33,3,1
8.04,Bind,kayo,33.33,3,1
8.04,Bind,fade,33.33,3,1
8.04,Bind,cypher,25.0,4,1
8.04,Bind,yoru,20.0,5,1
8.04,Bind,deadlock,0.0,1,0
8.04,Bind,astra,0.0,2,0
8.04,Bind,jett,0.0,1,0
8.04,Breeze,gekko,100.0,1,1
8.04,Breeze,yoru,71.43,7,5
8.04,Breeze,astra,71.43,7,5
8.04,Breeze,viper,50.0,16,8
8.04,Breeze,jett,50.0,16,8
8.04,Breeze,sova,50.0,16,8
8.04,Breeze,cypher,33.33,9,3
8.04,Breeze,kayo,28.57,7,2
8.04,Breeze,omen,0.0,1,0
8.04,Icebox,yoru,100.0,1,1
8.04,Icebox,harbor,75.0,4,3
8.04,Icebox,sova,55.56,9,5
8.04,Icebox,killjoy,52.94,17,9
8.04,Icebox,viper,50.0,18,9
8.04,Icebox,kayo,50.0,10,5
8.04,Icebox,jett,47.06,17,8
8.04,Icebox,gekko,44.44,9,4
8.04,Icebox,sage,33.33,3,1
8.04,Icebox,reyna,0.0,1,0
8.04,Icebox,omen,0.0,1,0
8.04,Lotus,fade,66.67,27,18
8.04,Lotus,killjoy,61.76,34,21
8.04,Lotus,viper,61.76,34,21
8.04,Lotus,raze,52.63,38,20
8.04,Lotus,omen,50.0,44,22
8.04,Lotus,gekko,42.86,7,3
8.04,Lotus,neon,33.33,6,2
8.04,Lotus,breach,33.33,3,1
8.04,Lotus,cypher,12.5,8,1
8.04,Lotus,skye,11.11,9,1
8.04,Lotus,jett,0.0,7,0
8.04,Lotus,astra,0.0,1,0
8.04,Lotus,chamber,0.0,1,0
8.04,Lotus,sova,0.0,1,0
8.04,Split,gekko,100.0,2,2
8.04,Split,kayo,100.0,1,1
8.04,Split,fade,66.67,3,2
8.04,Split,jett,65.0,20,13
8.04,Split,skye,52.94,34,18
8.04,Split,astra,50.0,6,3
8.04,Split,raze,48.72,39,19
8.04,Split,viper,48.65,37,18
8.04,Split,omen,48.65,37,18
8.04,Split,cypher,47.37,19,9
8.04,Split,breach,28.57,7,2
8.04,Split,reyna,0.0,1,0
8.04,Split,yoru,0.0,2,0
8.04,Split,iso,0.0,1,0
8.04,Split,sova,0.0,1,0
8.04,Sunset,jett,100.0,1,1
8.04,Sunset,yoru,100.0,2,2
8.04,Sunset,fade,100.0,1,1
8.04,Sunset,gekko,62.5,16,10
8.04,Sunset,sage,62.5,8,5
8.04,Sunset,viper,56.25,16,9
8.04,Sunset,kayo,52.38,21,11
8.04,Sunset,omen,51.52,33,17
8.04,Sunset,breach,50.0,10,5
8.04,Sunset,neon,50.0,4,2
8.04,Sunset,cypher,44.44,18,8
8.04,Sunset,raze,43.75,16,7
8.04,Sunset,phoenix,40.0,5,2
8.04,Sunset,sova,31.25,16,5
8.04,Sunset,chamber,0.0,2,0
8.04,Sunset,harbor,0.0,1,0
8.05,Ascent,phoenix,100.0,2,2
8.05,Ascent,yoru,75.0,8,6
8.05,Ascent,cypher,60.0,15,9
8.05,Ascent,viper,55.56,9,5
8.05,Ascent,sova,50.0,36,18
8.05,Ascent,omen,50.0,38,19
8.05,Ascent,raze,50.0,2,1
8.05,Ascent,killjoy,45.45,22,10
8.05,Ascent,kayo,44.83,29,13
8.05,Ascent,jett,42.86,28,12
8.05,Ascent,sage,0.0,1,0
8.05,Bind,reyna,100.0,2,2
8.05,Bind,omen,60.0,5,3
8.05,Bind,skye,57.89,19,11
8.05,Bind,harbor,55.56,9,5
8.05,Bind,brimstone,54.55,22,12
8.05,Bind,raze,53.33,30,16
8.05,Bind,fade,50.0,2,1
8.05,Bind,sage,50.0,2,1
8.05,Bind,gekko,47.83,23,11
8.05,Bind,kayo,44.44,9,4
8.05,Bind,viper,44.44,27,12
8.05,Bind,cypher,40.0,5,2
8.05,Bind,yoru,0.0,2,0
8.05,Bind,breach,0.0,1,0
8.05,Bind,deadlock,0.0,2,0
8.05,Breeze,astra,100.0,2,2
8.05,Breeze,harbor,100.0,2,2
8.05,Breeze,yoru,57.69,26,15
8.05,Breeze,jett,50.0,30,15
8.05,Breeze,viper,50.0,40,20
8.05,Breeze,sova,50.0,40,20
8.05,Breeze,omen,50.0,4,2
8.05,Breeze,cypher,45.95,37,17
8.05,Breeze,kayo,38.89,18,7
8.05,Breeze,phoenix,0.0,1,0
8.05,Icebox,raze,100.0,2,2
8.05,Icebox,sage,70.0,20,14
8.05,Icebox,omen,62.5,8,5
8.05,Icebox,sova,51.72,29,15
8.05,Icebox,viper,50.77,65,33
8.05,Icebox,reyna,50.0,4,2
8.05,Icebox,killjoy,50.0,64,32
8.05,Icebox,gekko,48.72,39,19
8.05,Icebox,jett,47.73,44,21
8.05,Icebox,kayo,42.86,35,15
8.05,Icebox,harbor,40.0,15,6
8.05,Icebox,yoru,33.33,3,1
8.05,Icebox,chamber,0.0,2,0
8.05,Lotus,neon,100.0,5,5
8.05,Lotus,sage,100.0,1,1
8.05,Lotus,chamber,71.43,7,5
8.05,Lotus,gekko,63.64,11,7
8.05,Lotus,jett,60.0,5,3
8.05,Lotus,cypher,53.85,13,7
8.05,Lotus,viper,50.88,57,29
8.05,Lotus,fade,50.0,46,23
8.05,Lotus,omen,50.0,66,33
8.05,Lotus,sova,50.0,4,2
8.05,Lotus,brimstone,50.0,4,2
8.05,Lotus,killjoy,46.0,50,23
8.05,Lotus,raze,45.31,64,29
8.05,Lotus,breach,44.44,9,4
8.05,Lotus,skye,28.57,7,2
8.05,Lotus,phoenix,0.0,1,0
8.05,Split,chamber,100.0,1,1
8.05,Split,astra,66.67,3,2
8.05,Split,gekko,66.67,3,2
8.05,Split,fade,64.29,14,9
8.05,Split,breach,58.33,12,7
8.05,Split,raze,51.22,41,21
8.05,Split,jett,50.0,8,4
8.05,Split,cypher,50.0,18,9
8.05,Split,viper,48.78,41,20
8.05,Split,omen,48.78,41,20
8.05,Split,skye,42.86,28,12
8.05,Split,yoru,42.86,7,3
8.05,Split,brimstone,0.0,1,0
8.05,Split,phoenix,0.0,2,0
8.05,Sunset,killjoy,100.0,2,2
8.05,Sunset,sage,100.0,1,1
8.05,Sunset,skye,60.0,5,3
8.05,Sunset,chamber,60.0,5,3
8.05,Sunset,kayo,57.89,19,11
8.05,Sunset,gekko,56.25,16,9
8.05,Sunset,viper,55.56,18,10
8.05,Sunset,neon,55.56,9,5
8.05,Sunset,raze,51.61,31,16
8.05,Sunset,omen,50.0,46,23
8.05,Sunset,cypher,48.48,33,16
8.05,Sunset,phoenix,42.86,7,3
8.05,Sunset,sova,36.36,22,8
8.05,Sunset,breach,33.33,12,4
8.05,Sunset,fade,33.33,3,1
8.05,Sunset,deadlock,0.0,1,0
8.07,Ascent,breach,100.0,1,1
8.07,Ascent,killjoy,55.32,47,26
8.07,Ascent,sova,52.63,57,30
8.07,Ascent,jett,52.38,63,33
8.07,Ascent,kayo,50.77,65,33
8.07,Ascent,omen,50.0,66,33
8.07,Ascent,cypher,38.46,13,5
8.07,Ascent,sage,33.33,3,1
8.07,Ascent,viper,27.27,11,3
8.07,Ascent,skye,0.0,1,0
8.07,Ascent,raze,0.0,3,0
8.07,Bind,yoru,100.0,6,6
8.07,Bind,sova,100.0,4,4
8.07,Bind,astra,100.0,1,1
8.07,Bind,deadlock,100.0,1,1
8.07,Bind,fade,90.0,10,9
8.07,Bind,omen,69.23,13,9
8.07,Bind,viper,49.46,93,46
8.07,Bind,gekko,48.28,58,28
8.07,Bind,cypher,48.15,27,13
8.07,Bind,brimstone,48.1,79,38
8.07,Bind,raze,47.92,96,46
8.07,Bind,skye,45.59,68,31
8.07,Bind,kayo,43.48,23,10
8.07,Bind,harbor,38.46,13,5
8.07,Bind,breach,37.5,8,3
8.07,Breeze,omen,100.0,2,2
8.07,Breeze,astra,53.85,13,7
8.07,Breeze,yoru,53.66,41,22
8.07,Breeze,cypher,50.88,57,29
8.07,Breeze,viper,50.79,63,32
8.07,Breeze,sova,50.0,64,32
8.07,Breeze,kayo,50.0,34,17
8.07,Breeze,harbor,50.0,4,2
8.07,Breeze,jett,40.48,42,17
8.07,Icebox,yoru,100.0,1,1
8.07,Icebox,chamber,60.0,5,3
8.07,Icebox,sova,57.14,49,28
8.07,Icebox,jett,56.36,55,31
8.07,Icebox,kayo,50.0,34,17
8.07,Icebox,viper,50.0,84,42
8.07,Icebox,harbor,50.0,22,11
8.07,Icebox,killjoy,49.37,79,39
8.07,Icebox,sage,45.16,31,14
8.07,Icebox,gekko,44.44,45,20
8.07,Icebox,reyna,44.44,9,4
8.07,Icebox,omen,0.0,2,0
8.07,Icebox,raze,0.0,4,0
8.07,Lotus,reyna,100.0,1,1
8.07,Lotus,brimstone,66.67,3,2
8.07,Lotus,sova,66.67,3,2
8.07,Lotus,jett,63.64,11,7
8.07,Lotus,breach,58.33,24,14
8.07,Lotus,gekko,57.14,14,8
8.07,Lotus,skye,54.55,11,6
8.07,Lotus,cypher,52.0,25,13
8.07,Lotus,raze,50.46,109,55
8.07,Lotus,killjoy,50.0,76,38
8.07,Lotus,omen,49.57,117,58
8.07,Lotus,fade,48.84,86,42
8.07,Lotus,viper,47.37,95,45
8.07,Lotus,chamber,42.86,7,3
8.07,Lotus,deadlock,33.33,3,1
8.07,Lotus,neon,33.33,9,3
8.07,Lotus,sage,33.33,6,2
8.07,Split,cypher,70.83,24,17
8.07,Split,yoru,66.67,9,6
8.07,Split,omen,53.7,54,29
8.07,Split,raze,51.56,64,33
8.07,Split,skye,51.06,47,24
8.07,Split,gekko,50.0,6,3
8.07,Split,viper,48.33,60,29
8.07,Split,fade,41.67,12,5
8.07,Split,breach,40.0,15,6
8.07,Split,jett,35.29,17,6
8.07,Split,astra,33.33,12,4
8.07,Split,killjoy,33.33,3,1
8.07,Split,chamber,28.57,7,2
8.07,Sunset,sage,90.0,10,9
8.07,Sunset,breach,66.67,36,24
8.07,Sunset,jett,66.67,6,4
8.07,Sunset,fade,60.0,5,3
8.07,Sunset,raze,52.86,70,37
8.07,Sunset,omen,50.0,90,45
8.07,Sunset,cypher,50.0,72,36
8.07,Sunset,skye,50.0,4,2
8.07,Sunset,sova,48.15,27,13
8.07,Sunset,gekko,44.83,58,26
8.07,Sunset,kayo,43.9,41,18
8.07,Sunset,viper,38.46,13,5
8.07,Sunset,neon,37.5,8,3
8.07,Sunset,killjoy,0.0,3,0
8.07,Sunset,phoenix,0.0,1,0
8.07,Sunset,chamber,0.0,1,0
8.07,Sunset,yoru,0.0,3,0
8.07,Sunset,deadlock,0.0,2,0
8.08,Ascent,killjoy,66.67,3,2
8.08,Ascent,omen,50.0,4,2
8.08,Ascent,jett,50.0,4,2
8.08,Ascent,kayo,50.0,4,2
8.08,Ascent,sova,50.0,4,2
8.08,Ascent,cypher,0.0,1,0
8.08,Bind,brimstone,100.0,1,1
8.08,Bind,yoru,100.0,1,1
8.08,Bind,fade,100.0,1,1
8.08,Bind,gekko,100.0,1,1
8.08,Bind,viper,50.0,2,1
8.08,Bind,skye,0.0,1,0
8.08,Bind,deadlock,0.0,1,0
8.08,Bind,omen,0.0,1,0
8.08,Bind,raze,0.0,1,0
8.08,Breeze,kayo,50.0,2,1
8.08,Breeze,sova,50.0,2,1
8.08,Breeze,cypher,50.0,2,1
8.08,Breeze,yoru,50.0,2,1
8.08,Breeze,viper,50.0,2,1
8.08,Icebox,yoru,100.0,1,1
8.08,Icebox,gekko,80.0,5,4
8.08,Icebox,jett,60.0,5,3
8.08,Icebox,kayo,60.0,5,3
8.08,Icebox,viper,55.56,9,5
8.08,Icebox,killjoy,44.44,9,4
8.08,Icebox,sova,40.0,5,2
8.08,Icebox,harbor,33.33,3,1
8.08,Icebox,reyna,33.33,3,1
8.08,Icebox,omen,25.0,4,1
8.08,Icebox,clove,0.0,1,0
8.08,Lotus,sova,100.0,1,1
8.08,Lotus,cypher,100.0,1,1
8.08,Lotus,viper,100.0,1,1
8.08,Lotus,breach,50.0,2,1
8.08,Lotus,raze,50.0,4,2
8.08,Lotus,omen,50.0,4,2
8.08,Lotus,killjoy,33.33,3,1
8.08,Lotus,fade,33.33,3,1
8.08,Lotus,deadlock,0.0,1,0
8.08,Split,skye,100.0,1,1
8.08,Split,raze,50.0,2,1
8.08,Split,cypher,50.0,2,1
8.08,Split,sage,50.0,2,1
8.08,Split,omen,50.0,2,1
8.08,Split,breach,0.0,1,0
8.08,Sunset,sage,100.0,4,4
8.08,Sunset,phoenix,100.0,1,1
8.08,Sunset,clove,100.0,1,1
8.08,Sunset,viper,100.0,3,3
8.08,Sunset,gekko,60.0,5,3
8.08,Sunset,omen,50.0,8,4
8.08,Sunset,kayo,50.0,6,3
8.08,Sunset,sova,33.33,3,1
8.08,Sunset,cypher,0.0,4,0
8.08,Sunset,neon,0.0,2,0
8.08,Sunset,yoru,0.0,1,0
8.08,Sunset,deadlock,0.0,1,0
8.08,Sunset,raze,0.0,1,0
8.09,Ascent,killjoy,56.52,23,13
8.09,Ascent,sova,52.0,25,13
8.09,Ascent,jett,52.0,25,13
8.09,Ascent,kayo,52.0,25,13
8.09,Ascent,omen,50.0,26,13
8.09,Ascent,cypher,0.0,3,0
8.09,Ascent,fade,0.0,1,0
8.09,Ascent,viper,0.0,1,0
8.09,Ascent,yoru,0.0,1,0
8.09,Bind,sage,100.0,1,1
8.09,Bind,reyna,100.0,1,1
8.09,Bind,fade,75.0,8,6
8.09,Bind,cypher,66.67,3,2
8.09,Bind,brimstone,55.56,27,15
8.09,Bind,viper,53.12,32,17
8.09,Bind,raze,50.0,34,17
8.09,Bind,kayo,50.0,6,3
8.09,Bind,yoru,50.0,2,1
8.09,Bind,gekko,45.83,24,11
8.09,Bind,skye,44.44,27,12
8.09,Bind,omen,33.33,9,3
8.09,Bind,harbor,25.0,4,1
8.09,Bind,sova,0.0,2,0
8.09,Breeze,astra,80.0,10,8
8.09,Breeze,kayo,62.5,8,5
8.09,Breeze,cypher,53.85,13,7
8.09,Breeze,viper,50.0,26,13
8.09,Breeze,jett,50.0,22,11
8.09,Breeze,sova,50.0,26,13
8.09,Breeze,yoru,47.06,17,8
8.09,Breeze,harbor,0.0,5,0
8.09,Breeze,reyna,0.0,1,0
8.09,Breeze,skye,0.0,2,0
8.09,Icebox,chamber,100.0,2,2
8.09,Icebox,reyna,100.0,2,2
8.09,Icebox,jett,60.0,25,15
8.09,Icebox,sova,55.56,27,15
8.09,Icebox,kayo,55.0,20,11
8.09,Icebox,viper,50.0,34,17
8.09,Icebox,sage,50.0,6,3
8.09,Icebox,clove,50.0,2,1
8.09,Icebox,killjoy,46.88,32,15
8.09,Icebox,omen,33.33,3,1
8.09,Icebox,gekko,31.58,19,6
8.09,Icebox,harbor,25.0,8,2
8.09,Lotus,neon,100.0,1,1
8.09,Lotus,astra,66.67,3,2
8.09,Lotus,gekko,66.67,3,2
8.09,Lotus,killjoy,56.25,32,18
8.09,Lotus,viper,52.5,40,21
8.09,Lotus,fade,51.28,39,20
8.09,Lotus,omen,50.0,48,24
8.09,Lotus,raze,48.84,43,21
8.09,Lotus,cypher,44.44,9,4
8.09,Lotus,breach,41.67,12,5
8.09,Lotus,jett,33.33,6,2
8.09,Lotus,skye,0.0,2,0
8.09,Lotus,chamber,0.0,2,0
8.09,Split,gekko,100.0,1,1
8.09,Split,astra,100.0,1,1
8.09,Split,yoru,100.0,1,1
8.09,Split,jett,100.0,2,2
8.09,Split,fade,60.0,5,3
8.09,Split,breach,60.0,5,3
8.09,Split,raze,50.0,18,9
8.09,Split,viper,47.06,17,8
8.09,Split,omen,47.06,17,8
8.09,Split,skye,41.67,12,5
8.09,Split,cypher,40.0,10,4
8.09,Split,chamber,0.0,1,0
8.09,Sunset,jett,100.0,1,1
8.09,Sunset,sova,88.89,9,8
8.09,Sunset,kayo,77.78,9,7
8.09,Sunset,omen,51.72,29,15
8.09,Sunset,raze,50.0,24,12
8.09,Sunset,cypher,50.0,26,13
8.09,Sunset,breach,50.0,14,7
8.09,Sunset,neon,50.0,2,1
8.09,Sunset,sage,40.0,5,2
8.09,Sunset,gekko,35.29,17,6
8.09,Sunset,yoru,33.33,3,1
8.09,Sunset,harbor,33.33,3,1
8.09,Sunset,fade,20.0,5,1
8.09,Sunset,astra,0.0,2,0
8.09,Sunset,viper,0.0,1,0
8.10,Ascent,yoru,100.0,3,3
8.10,Ascent,gekko,100.0,1,1
8.10,Ascent,clove,100.0,1,1
8.10,Ascent,viper,100.0,1,1
8.10,Ascent,fade,100.0,1,1
8.10,Ascent,deadlock,100.0,1,1
8.10,Ascent,iso,100.0,2,2
8.10,Ascent,cypher,50.0,6,3
8.10,Ascent,sova,48.57,35,17
8.10,Ascent,omen,48.57,35,17
8.10,Ascent,killjoy,48.28,29,14
8.10,Ascent,jett,45.45,33,15
8.10,Ascent,kayo,45.16,31,14
8.10,Ascent,breach,0.0,1,0
8.10,Bind,deadlock,100.0,3,3
8.10,Bind,omen,100.0,2,2
8.10,Bind,clove,100.0,2,2
8.10,Bind,fade,85.71,7,6
8.10,Bind,yoru,66.67,3,2
8.10,Bind,gekko,54.55,11,6
8.10,Bind,cypher,50.0,8,4
8.10,Bind,breach,50.0,2,1
8.10,Bind,brimstone,44.44,18,8
8.10,Bind,raze,44.44,18,8
8.10,Bind,viper,41.67,12,5
8.10,Bind,skye,33.33,9,3
8.10,Bind,chamber,0.0,1,0
8.10,Bind,harbor,0.0,1,0
8.10,Bind,reyna,0.0,1,0
8.10,Bind,kayo,0.0,2,0
8.10,Breeze,astra,100.0,1,1
8.10,Breeze,jett,60.0,5,3
8.10,Breeze,viper,50.0,8,4
8.10,Breeze,cypher,50.0,8,4
8.10,Breeze,sova,50.0,8,4
8.10,Breeze,yoru,50.0,6,3
8.10,Breeze,kayo,25.0,4,1
8.10,Icebox,clove,100.0,2,2
8.10,Icebox,gekko,62.5,8,5
8.10,Icebox,kayo,62.5,8,5
8.10,Icebox,viper,50.0,16,8
8.10,Icebox,omen,50.0,2,1
8.10,Icebox,killjoy,50.0,16,8
8.10,Icebox,sova,50.0,10,5
8.10,Icebox,jett,41.67,12,5
8.10,Icebox,sage,25.0,4,1
8.10,Icebox,harbor,0.0,2,0
8.10,Lotus,neon,100.0,6,6
8.10,Lotus,gekko,100.0,2,2
8.10,Lotus,killjoy,72.73,11,8
8.10,Lotus,yoru,66.67,6,4
8.10,Lotus,viper,61.54,13,8
8.10,Lotus,fade,60.87,23,14
8.10,Lotus,omen,50.0,34,17
8.10,Lotus,chamber,50.0,2,1
8.10,Lotus,sova,50.0,6,3
8.10,Lotus,cypher,40.0,20,8
8.10,Lotus,raze,35.0,20,7
8.10,Lotus,breach,33.33,15,5
8.10,Lotus,jett,28.57,7,2
8.10,Lotus,skye,0.0,3,0
8.10,Lotus,astra,0.0,1,0
8.10,Lotus,reyna,0.0,1,0
8.10,Split,gekko,100.0,3,3
8.10,Split,deadlock,75.0,4,3
8.10,Split,cypher,73.33,15,11
8.10,Split,astra,60.0,5,3
8.10,Split,fade,57.14,7,4
8.10,Split,breach,55.56,9,5
8.10,Split,raze,50.0,28,14
8.10,Split,yoru,50.0,4,2
8.10,Split,omen,48.15,27,13
8.10,Split,skye,42.86,14,6
8.10,Split,viper,36.36,11,4
8.10,Split,jett,20.0,10,2
8.10,Split,chamber,0.0,1,0
8.10,Split,killjoy,0.0,2,0
8.10,Sunset,clove,100.0,2,2
8.10,Sunset,fade,100.0,2,2
8.10,Sunset,phoenix,100.0,1,1
8.10,Sunset,breach,66.67,21,14
8.10,Sunset,sage,66.67,3,2
8.10,Sunset,raze,60.71,28,17
8.10,Sunset,gekko,50.0,18,9
8.10,Sunset,skye,50.0,2,1
8.10,Sunset,omen,48.65,37,18
8.10,Sunset,cypher,48.57,35,17
8.10,Sunset,jett,42.86,7,3
8.10,Sunset,sova,35.71,14,5
8.10,Sunset,kayo,20.0,15,3
8.10,Sunset,neon,20.0,5,1
8.11,Ascent,neon,100.0,1,1
8.11,Ascent,viper,100.0,1,1
8.11,Ascent,kayo,56.52,23,13
8.11,Ascent,cypher,54.55,11,6
8.11,Ascent,jett,52.0,25,13
8.11,Ascent,omen,50.0,28,14
8.11,Ascent,sova,48.15,27,13
8.11,Ascent,killjoy,47.06,17,8
8.11,Ascent,yoru,33.33,3,1
8.11,Ascent,iso,0.0,4,0
8.11,Bind,iso,100.0,1,1
8.11,Bind,cypher,100.0,3,3
8.11,Bind,deadlock,100.0,3,3
8.11,Bind,neon,66.67,3,2
8.11,Bind,fade,66.67,3,2
8.11,Bind,skye,55.56,9,5
8.11,Bind,brimstone,50.0,12,6
8.11,Bind,omen,50.0,4,2
8.11,Bind,clove,50.0,2,1
8.11,Bind,raze,45.45,11,5
8.11,Bind,viper,40.0,5,2
8.11,Bind,yoru,33.33,3,1
8.11,Bind,gekko,25.0,8,2
8.11,Bind,sova,0.0,1,0
8.11,Bind,harbor,0.0,2,0
8.11,Breeze,astra,100.0,1,1
8.11,Breeze,viper,50.0,4,2
8.11,Breeze,sova,50.0,4,2
8.11,Breeze,kayo,50.0,2,1
8.11,Breeze,jett,50.0,2,1
8.11,Breeze,yoru,50.0,2,1
8.11,Breeze,iso,50.0,2,1
8.11,Breeze,cypher,33.33,3,1
8.11,Haven,cypher,100.0,7,7
8.11,Haven,clove,100.0,2,2
8.11,Haven,breach,60.0,10,6
8.11,Haven,sova,56.25,16,9
8.11,Haven,omen,55.0,20,11
8.11,Haven,neon,50.0,8,4
8.11,Haven,gekko,50.0,4,2
8.11,Haven,jett,50.0,8,4
8.11,Haven,iso,50.0,6,3
8.11,Haven,yoru,42.86,7,3
8.11,Haven,killjoy,28.57,14,4
8.11,Haven,kayo,0.0,3,0
8.11,Haven,astra,0.0,1,0
8.11,Haven,harbor,0.0,1,0
8.11,Haven,viper,0.0,1,0
8.11,Haven,fade,0.0,2,0
8.11,Icebox,harbor,75.0,8,6
8.11,Icebox,sage,71.43,7,5
8.11,Icebox,iso,71.43,7,5
8.11,Icebox,clove,66.67,6,4
8.11,Icebox,jett,54.55,22,12
8.11,Icebox,killjoy,52.78,36,19
8.11,Icebox,sova,50.0,26,13
8.11,Icebox,reyna,50.0,2,1
8.11,Icebox,viper,44.12,34,15
8.11,Icebox,kayo,40.0,15,6
8.11,Icebox,gekko,38.1,21,8
8.11,Icebox,omen,25.0,4,1
8.11,Icebox,chamber,0.0,2,0
8.11,Lotus,deadlock,100.0,1,1
8.11,Lotus,skye,100.0,2,2
8.11,Lotus,neon,73.68,19,14
8.11,Lotus,sova,66.67,3,2
8.11,Lotus,viper,60.0,10,6
8.11,Lotus,fade,56.67,30,17
8.11,Lotus,killjoy,53.33,15,8
8.11,Lotus,cypher,52.17,23,12
8.11,Lotus,omen,51.43,35,18
8.11,Lotus,clove,50.0,2,1
8.11,Lotus,astra,50.0,4,2
8.11,Lotus,breach,42.11,19,8
8.11,Lotus,raze,33.33,18,6
8.11,Lotus,gekko,27.27,11,3
8.11,Lotus,iso,0.0,2,0
8.11,Lotus,kayo,0.0,1,0
8.11,Lotus,chamber,0.0,2,0
8.11,Lotus,brimstone,0.0,2,0
8.11,Lotus,yoru,0.0,1,0
8.11,Split,jett,100.0,4,4
8.11,Split,iso,100.0,1,1
8.11,Split,neon,100.0,1,1
8.11,Split,yoru,100.0,2,2
8.11,Split,breach,57.14,7,4
8.11,Split,cypher,54.55,11,6
8.11,Split,skye,53.85,13,7
8.11,Split,omen,52.63,19,10
8.11,Split,astra,50.0,2,1
8.11,Split,raze,47.37,19,9
8.11,Split,viper,41.67,12,5
8.11,Split,fade,0.0,3,0
8.11,Split,gekko,0.0,2,0
8.11,Split,chamber,0.0,2,0
8.11,Split,clove,0.0,2,0
8.11,Sunset,fade,100.0,2,2
8.11,Sunset,sage,100.0,2,2
8.11,Sunset,neon,61.54,13,8
8.11,Sunset,kayo,58.33,12,7
8.11,Sunset,cypher,50.0,28,14
8.11,Sunset,omen,50.0,28,14
8.11,Sunset,sova,50.0,12,6
8.11,Sunset,breach,43.75,16,7
8.11,Sunset,raze,42.86,14,6
8.11,Sunset,gekko,33.33,12,4
8.11,Sunset,jett,0.0,1,0
9.0,Abyss,breach,100.0,8,8
9.0,Abyss,raze,100.0,2,2
9.0,Abyss,phoenix,100.0,2,2
9.0,Abyss,astra,75.0,4,3
9.0,Abyss,harbor,75.0,4,3
9.0,Abyss,neon,66.67,3,2
9.0,Abyss,cypher,54.17,24,13
9.0,Abyss,sova,52.17,23,12
9.0,Abyss,gekko,50.0,8,4
9.0,Abyss,jett,48.0,25,12
9.0,Abyss,omen,46.67,30,14
9.0,Abyss,kayo,35.29,17,6
9.0,Abyss,killjoy,33.33,6,2
9.0,Abyss,yoru,33.33,3,1
9.0,Abyss,viper,25.0,4,1
9.0,Abyss,fade,0.0,2,0
9.0,Abyss,iso,0.0,2,0
9.0,Abyss,sage,0.0,1,0
9.0,Abyss,deadlock,0.0,2,0
9.0,Ascent,viper,100.0,3,3
9.0,Ascent,deadlock,75.0,4,3
9.0,Ascent,killjoy,58.18,55,32
9.0,Ascent,jett,54.12,85,46
9.0,Ascent,sova,52.27,88,46
9.0,Ascent,kayo,51.85,81,42
9.0,Ascent,omen,51.65,91,47
9.0,Ascent,cypher,40.0,30,12
9.0,Ascent,yoru,40.0,5,2
9.0,Ascent,skye,33.33,3,1
9.0,Ascent,phoenix,33.33,3,1
9.0,Ascent,sage,33.33,3,1
9.0,Ascent,clove,20.0,5,1
9.0,Ascent,reyna,20.0,5,1
9.0,Ascent,harbor,20.0,5,1
9.0,Ascent,raze,20.0,5,1
9.0,Ascent,fade,0.0,4,0
9.0,Ascent,iso,0.0,3,0
9.0,Ascent,astra,0.0,2,0
9.0,Bind,iso,100.0,1,1
9.0,Bind,clove,100.0,3,3
9.0,Bind,sage,66.67,3,2
9.0,Bind,skye,64.71,34,22
9.0,Bind,viper,53.85,52,28
9.0,Bind,raze,52.17,69,36
9.0,Bind,gekko,51.85,54,28
9.0,Bind,brimstone,51.79,56,29
9.0,Bind,astra,50.0,4,2
9.0,Bind,kayo,50.0,4,2
9.0,Bind,cypher,46.15,13,6
9.0,Bind,omen,45.83,24,11
9.0,Bind,fade,42.86,35,15
9.0,Bind,sova,33.33,3,1
9.0,Bind,deadlock,22.22,9,2
9.0,Bind,yoru,20.0,10,2
9.0,Bind,neon,0.0,2,0
9.0,Bind,jett,0.0,1,0
9.0,Bind,breach,0.0,1,0
9.0,Bind,harbor,0.0,2,0
9.0,Haven,yoru,84.62,13,11
9.0,Haven,fade,75.0,4,3
9.0,Haven,iso,72.22,18,13
