patch,map,agent,win_rate,total_games,wins
3.07,Haven,breach,60.0,5,3
3.07,Haven,sova,50.0,26,13
3.07,Haven,reyna,50.0,2,1
3.07,Haven,jett,48.0,25,12
3.07,Haven,astra,42.11,19,8
3.07,Haven,skye,30.77,13,4
3.07,Haven,cypher,21.43,14,3
3.07,Haven,kayo,0.0,1,0
3.07,Icebox,kayo,100.0,1,1
3.07,Icebox,breach,100.0,1,1
3.07,Icebox,reyna,53.85,13,7
3.07,Icebox,viper,50.0,18,9
3.07,Icebox,sage,50.0,14,7
3.07,Icebox,sova,50.0,18,9
3.07,Icebox,jett,50.0,14,7
3.07,Icebox,killjoy,50.0,6,3
3.07,Icebox,raze,25.0,4,1
3.07,Icebox,omen,0.0,1,0
3.07,Split,kayo,100.0,1,1
3.07,Split,reyna,71.43,7,5
3.07,Split,viper,66.67,9,6
3.07,Split,breach,66.67,6,4
3.07,Split,raze,55.56,18,10
3.07,Split,astra,55.0,20,11
3.07,Split,cypher,46.15,13,6
3.07,Split,sage,44.44,9,4
3.07,Split,skye,36.36,11,4
3.07,Split,jett,30.0,10,3
3.07,Split,killjoy,25.0,4,1
3.07,Split,omen,0.0,2,0
3.08,Ascent,raze,100.0,1,1
3.08,Ascent,cypher,77.78,9,7
3.08,Ascent,breach,71.43,7,5
3.08,Ascent,astra,57.89,19,11
3.08,Ascent,reyna,50.0,4,2
3.08,Ascent,sova,50.0,20,10
3.08,Ascent,phoenix,50.0,2,1
3.08,Ascent,skye,50.0,4,2
3.08,Ascent,jett,47.62,21,10
3.08,Ascent,killjoy,33.33,9,3
3.08,Ascent,kayo,33.33,3,1
3.08,Ascent,sage,25.0,8,2
3.08,Ascent,omen,0.0,2,0
3.08,Ascent,brimstone,0.0,1,0
3.08,Bind,brimstone,100.0,1,1
3.08,Bind,killjoy,100.0,1,1
3.08,Bind,jett,57.14,7,4
3.08,Bind,raze,57.14,7,4
3.08,Bind,sova,54.55,11,6
3.08,Bind,astra,50.0,10,5
3.08,Bind,sage,50.0,2,1
3.08,Bind,viper,44.44,9,4
3.08,Bind,skye,44.44,9,4
3.08,Bind,reyna,0.0,1,0
3.08,Bind,phoenix,0.0,1,0
3.08,Bind,omen,0.0,1,0
3.08,Breeze,skye,100.0,1,1
3.08,Breeze,jett,50.0,2,1
3.08,Breeze,viper,50.0,2,1
3.08,Breeze,sova,50.0,2,1
3.08,Breeze,cypher,50.0,2,1
3.08,Breeze,kayo,0.0,1,0
3.08,Fracture,sage,100.0,1,1
3.08,Fracture,sova,100.0,1,1
3.08,Fracture,kayo,100.0,1,1
3.08,Fracture,jett,50.0,6,3
3.08,Fracture,cypher,50.0,6,3
3.08,Fracture,viper,50.0,4,2
3.08,Fracture,astra,40.0,5,2
3.08,Fracture,breach,40.0,5,2
3.08,Fracture,raze,0.0,1,0
3.08,Haven,killjoy,83.33,6,5
3.08,Haven,viper,80.0,5,4
3.08,Haven,skye,58.33,12,7
3.08,Haven,astra,56.25,16,9
3.08,Haven,sova,50.0,18,9
3.08,Haven,sage,50.0,2,1
3.08,Haven,raze,50.0,2,1
3.08,Haven,cypher,41.67,12,5
3.08,Haven,phoenix,40.0,5,2
3.08,Haven,jett,35.71,14,5
3.08,Haven,omen,33.33,3,1
3.08,Haven,breach,33.33,3,1
3.08,Haven,yoru,0.0,1,0
3.08,Haven,reyna,0.0,1,0
3.08,Icebox,reyna,60.0,15,9
3.08,Icebox,jett,52.94,17,9
3.08,Icebox,sova,50.0,18,9
3.08,Icebox,sage,50.0,12,6
3.08,Icebox,viper,50.0,18,9
3.08,Icebox,killjoy,42.86,7,3
3.08,Icebox,raze,0.0,1,0
3.08,Icebox,kayo,0.0,1,0
3.08,Icebox,cypher,0.0,1,0
3.08,Split,kayo,100.0,1,1
3.08,Split,jett,60.0,5,3
3.08,Split,viper,57.14,7,4
3.08,Split,sage,54.55,11,6
3.08,Split,astra,50.0,12,6
3.08,Split,skye,50.0,6,3
3.08,Split,cypher,50.0,4,2
3.08,Split,breach,50.0,4,2
3.08,Split,raze,42.86,7,3
3.08,Split,reyna,0.0,1,0
3.08,Split,killjoy,0.0,2,0
3.09,Ascent,skye,61.54,13,8
3.09,Ascent,sage,60.0,5,3
3.09,Ascent,cypher,57.14,7,4
3.09,Ascent,jett,52.0,25,13
3.09,Ascent,astra,50.0,24,12
3.09,Ascent,sova,50.0,26,13
3.09,Ascent,omen,50.0,2,1
3.09,Ascent,killjoy,47.37,19,9
3.09,Ascent,reyna,40.0,5,2
3.09,Ascent,kayo,0.0,4,0
3.09,Bind,brimstone,100.0,1,1
3.09,Bind,yoru,100.0,1,1
3.09,Bind,skye,66.67,15,10
3.09,Bind,breach,66.67,3,2
3.09,Bind,jett,58.82,17,10
3.09,Bind,astra,47.83,23,11
3.09,Bind,viper,47.62,21,10
3.09,Bind,sova,45.45,22,10
3.09,Bind,raze,40.0,10,4
3.09,Bind,sage,25.0,4,1
3.09,Bind,kayo,0.0,2,0
3.09,Bind,reyna,0.0,1,0
3.09,Breeze,kayo,100.0,2,2
3.09,Breeze,killjoy,100.0,1,1
3.09,Breeze,astra,100.0,1,1
3.09,Breeze,reyna,75.0,4,3
3.09,Breeze,viper,50.0,16,8
3.09,Breeze,sova,50.0,16,8
3.09,Breeze,cypher,42.86,14,6
3.09,Breeze,jett,42.86,14,6
3.09,Breeze,skye,41.67,12,5
3.09,Fracture,killjoy,100.0,1,1
3.09,Fracture,skye,100.0,1,1
3.09,Fracture,jett,62.5,8,5
3.09,Fracture,viper,60.0,5,3
3.09,Fracture,kayo,50.0,2,1
3.09,Fracture,astra,50.0,6,3
3.09,Fracture,brimstone,50.0,2,1
3.09,Fracture,breach,44.44,9,4
3.09,Fracture,cypher,44.44,9,4
3.09,Fracture,raze,33.33,3,1
3.09,Fracture,sage,33.33,3,1
3.09,Fracture,sova,0.0,1,0
3.09,Haven,reyna,100.0,1,1
3.09,Haven,kayo,100.0,1,1
3.09,Haven,cypher,57.14,14,8
3.09,Haven,sova,50.0,26,13
3.09,Haven,astra,50.0,26,13
3.09,Haven,jett,50.0,22,11
3.09,Haven,skye,50.0,18,9
3.09,Haven,killjoy,45.45,11,5
3.09,Haven,viper,40.0,5,2
3.09,Haven,breach,33.33,6,2
3.09,Icebox,raze,100.0,3,3
3.09,Icebox,sage,60.0,15,9
3.09,Icebox,sova,50.0,20,10
3.09,Icebox,viper,50.0,20,10
3.09,Icebox,jett,50.0,20,10
3.09,Icebox,reyna,41.67,12,5
3.09,Icebox,killjoy,33.33,9,3
3.09,Icebox,kayo,0.0,1,0
3.09,Split,reyna,77.78,9,7
3.09,Split,breach,62.5,8,5
3.09,Split,astra,54.55,33,18
3.09,Split,viper,54.17,24,13
3.09,Split,raze,52.94,17,9
3.09,Split,sage,50.0,22,11
3.09,Split,jett,48.0,25,12
3.09,Split,skye,44.44,18,8
3.09,Split,killjoy,40.0,10,4
3.09,Split,cypher,30.0,10,3
3.09,Split,kayo,0.0,1,0
3.09,Split,omen,0.0,3,0
3.10,Ascent,reyna,66.67,9,6
3.10,Ascent,killjoy,55.56,27,15
3.10,Ascent,jett,51.52,33,17
3.10,Ascent,astra,50.0,34,17
3.10,Ascent,sova,50.0,34,17
3.10,Ascent,skye,50.0,10,5
3.10,Ascent,kayo,50.0,8,4
3.10,Ascent,cypher,28.57,7,2
3.10,Ascent,sage,25.0,4,1
3.10,Ascent,breach,25.0,4,1
3.10,Bind,reyna,66.67,3,2
3.10,Bind,brimstone,66.67,3,2
3.10,Bind,raze,58.33,12,7
3.10,Bind,skye,57.89,19,11
3.10,Bind,viper,53.85,26,14
3.10,Bind,sova,50.0,24,12
3.10,Bind,sage,50.0,6,3
3.10,Bind,astra,48.0,25,12
3.10,Bind,kayo,40.0,5,2
3.10,Bind,jett,35.71,14,5
3.10,Bind,killjoy,0.0,2,0
3.10,Bind,breach,0.0,1,0
3.10,Breeze,reyna,66.67,3,2
3.10,Breeze,killjoy,60.0,5,3
3.10,Breeze,kayo,58.33,12,7
3.10,Breeze,jett,50.0,26,13
3.10,Breeze,viper,50.0,26,13
3.10,Breeze,sova,50.0,26,13
3.10,Breeze,skye,46.15,13,6
3.10,Breeze,cypher,42.11,19,8
3.10,Fracture,sage,100.0,3,3
3.10,Fracture,brimstone,100.0,1,1
3.10,Fracture,viper,69.23,13,9
3.10,Fracture,raze,66.67,6,4
3.10,Fracture,cypher,58.33,12,7
3.10,Fracture,breach,50.0,20,10
3.10,Fracture,reyna,50.0,2,1
3.10,Fracture,jett,46.15,13,6
3.10,Fracture,killjoy,37.5,8,3
3.10,Fracture,astra,30.77,13,4
3.10,Fracture,skye,28.57,7,2
3.10,Fracture,kayo,0.0,1,0
3.10,Fracture,sova,0.0,1,0
3.10,Haven,kayo,100.0,3,3
3.10,Haven,reyna,75.0,12,9
3.10,Haven,breach,53.85,13,7
3.10,Haven,killjoy,52.94,34,18
3.10,Haven,jett,52.17,46,24
3.10,Haven,astra,50.0,50,25
3.10,Haven,sova,46.67,45,21
3.10,Haven,cypher,43.75,16,7
3.10,Haven,skye,37.04,27,10
3.10,Haven,viper,33.33,3,1
3.10,Haven,raze,0.0,1,0
3.10,Icebox,killjoy,58.33,12,7
3.10,Icebox,reyna,52.63,19,10
3.10,Icebox,jett,50.0,32,16
3.10,Icebox,sova,50.0,32,16
3.10,Icebox,viper,50.0,32,16
3.10,Icebox,sage,50.0,30,15
3.10,Icebox,raze,0.0,2,0
3.10,Icebox,kayo,0.0,1,0
3.10,Split,omen,100.0,2,2
3.10,Split,reyna,75.0,4,3
3.10,Split,raze,64.0,25,16
3.10,Split,skye,59.09,22,13
3.10,Split,cypher,55.56,9,5
3.10,Split,breach,53.33,15,8
3.10,Split,sage,50.0,16,8
3.10,Split,jett,47.83,23,11
3.10,Split,astra,47.37,38,18
3.10,Split,viper,46.15,26,12
3.10,Split,killjoy,30.77,13,4
3.10,Split,kayo,0.0,5,0
3.10,Split,yoru,0.0,1,0
3.10,Split,sova,0.0,1,0
3.12,Ascent,kayo,65.71,35,23
3.12,Ascent,killjoy,52.38,42,22
3.12,Ascent,astra,51.47,68,35
3.12,Ascent,jett,50.75,67,34
3.12,Ascent,sova,50.0,70,35
3.12,Ascent,cypher,50.0,20,10
3.12,Ascent,skye,45.45,11,5
3.12,Ascent,breach,44.44,9,4
3.12,Ascent,chamber,42.86,7,3
3.12,Ascent,reyna,37.5,8,3
3.12,Ascent,raze,25.0,4,1
3.12,Ascent,phoenix,0.0,2,0
3.12,Ascent,sage,0.0,5,0
3.12,Ascent,omen,0.0,2,0
3.12,Bind,killjoy,83.33,12,10
3.12,Bind,skye,59.46,37,22
3.12,Bind,sova,55.81,43,24
3.12,Bind,astra,53.49,43,23
3.12,Bind,raze,52.78,36,19
3.12,Bind,cypher,50.0,2,1
3.12,Bind,viper,46.43,28,13
3.12,Bind,jett,38.89,18,7
3.12,Bind,brimstone,33.33,6,2
3.12,Bind,kayo,33.33,6,2
3.12,Bind,breach,20.0,5,1
3.12,Bind,sage,14.29,7,1
3.12,Bind,chamber,0.0,5,0
3.12,Bind,omen,0.0,1,0
3.12,Bind,reyna,0.0,1,0
3.12,Breeze,chamber,57.14,7,4
3.12,Breeze,kayo,56.25,16,9
3.12,Breeze,cypher,51.72,29,15
3.12,Breeze,viper,50.0,38,19
3.12,Breeze,jett,50.0,38,19
3.12,Breeze,sova,50.0,38,19
3.12,Breeze,skye,50.0,20,10
3.12,Breeze,reyna,0.0,2,0
3.12,Breeze,sage,0.0,1,0
3.12,Breeze,astra,0.0,1,0
3.12,Fracture,brimstone,60.0,5,3
3.12,Fracture,sage,58.82,17,10
3.12,Fracture,cypher,58.62,29,17
3.12,Fracture,viper,54.17,24,13
3.12,Fracture,breach,51.43,35,18
3.12,Fracture,raze,50.0,16,8
3.12,Fracture,jett,48.0,25,12
3.12,Fracture,astra,46.67,15,7
3.12,Fracture,skye,20.0,5,1
3.12,Fracture,killjoy,20.0,5,1
3.12,Fracture,chamber,0.0,2,0
3.12,Fracture,reyna,0.0,2,0
3.12,Haven,kayo,58.33,12,7
3.12,Haven,sova,51.52,33,17
3.12,Haven,astra,51.35,37,19
3.12,Haven,killjoy,50.0,26,13
3.12,Haven,jett,50.0,38,19
3.12,Haven,breach,50.0,14,7
3.12,Haven,chamber,50.0,2,1
3.12,Haven,skye,50.0,16,8
3.12,Haven,cypher,50.0,12,6
3.12,Haven,omen,33.33,3,1
3.12,Haven,reyna,33.33,3,1
3.12,Haven,raze,33.33,3,1
3.12,Haven,sage,0.0,1,0
3.12,Icebox,kayo,77.78,9,7
3.12,Icebox,cypher,75.0,4,3
3.12,Icebox,skye,60.0,5,3
3.12,Icebox,reyna,52.63,19,10
3.12,Icebox,sage,50.85,59,30
3.12,Icebox,viper,50.0,60,30
3.12,Icebox,jett,49.15,59,29
3.12,Icebox,sova,49.09,55,27
3.12,Icebox,killjoy,38.1,21,8
3.12,Icebox,chamber,33.33,9,3
3.12,Split,cypher,59.09,22,13
3.12,Split,jett,55.56,27,15
3.12,Split,viper,55.0,20,11
3.12,Split,killjoy,52.38,21,11
3.12,Split,skye,52.17,23,12
3.12,Split,astra,50.0,50,25
3.12,Split,kayo,50.0,8,4
3.12,Split,raze,46.88,32,15
3.12,Split,breach,41.18,17,7
3.12,Split,sage,40.0,25,10
3.12,Split,reyna,40.0,5,2
4.0,Ascent,raze,100.0,1,1
4.0,Ascent,reyna,83.33,6,5
4.0,Ascent,brimstone,80.0,5,4
4.0,Ascent,kayo,62.5,8,5
4.0,Ascent,sova,50.0,14,7
4.0,Ascent,killjoy,50.0,16,8
4.0,Ascent,astra,50.0,10,5
4.0,Ascent,jett,46.67,15,7
4.0,Ascent,skye,28.57,7,2
4.0,Ascent,chamber,25.0,4,1
4.0,Ascent,omen,0.0,3,0
4.0,Ascent,sage,0.0,1,0
4.0,Bind,raze,62.5,8,5
4.0,Bind,viper,55.56,9,5
4.0,Bind,astra,50.0,10,5
4.0,Bind,sova,50.0,8,4
4.0,Bind,skye,50.0,8,4
4.0,Bind,kayo,50.0,2,1
4.0,Bind,jett,25.0,4,1
4.0,Bind,chamber,0.0,1,0
4.0,Breeze,reyna,100.0,1,1
4.0,Breeze,kayo,75.0,4,3
4.0,Breeze,jett,50.0,4,2
4.0,Breeze,viper,50.0,6,3
4.0,Breeze,sova,50.0,4,2
4.0,Breeze,cypher,50.0,2,1
4.0,Breeze,raze,50.0,2,1
4.0,Breeze,chamber,50.0,4,2
4.0,Breeze,skye,0.0,2,0
4.0,Breeze,yoru,0.0,1,0
4.0,Fracture,astra,100.0,1,1
4.0,Fracture,viper,50.0,2,1
4.0,Fracture,cypher,50.0,2,1
4.0,Fracture,raze,50.0,2,1
4.0,Fracture,breach,50.0,2,1
4.0,Fracture,brimstone,0.0,1,0
4.0,Haven,brimstone,100.0,1,1
4.0,Haven,raze,100.0,1,1
4.0,Haven,kayo,100.0,1,1
4.0,Haven,sova,61.54,13,8
4.0,Haven,astra,50.0,14,7
4.0,Haven,jett,50.0,14,7
4.0,Haven,breach,50.0,10,5
4.0,Haven,reyna,50.0,2,1
4.0,Haven,killjoy,46.67,15,7
4.0,Haven,skye,28.57,7,2
4.0,Haven,chamber,0.0,1,0
4.0,Haven,omen,0.0,1,0
4.0,Icebox,kayo,83.33,6,5
4.0,Icebox,sage,50.0,16,8
4.0,Icebox,viper,50.0,20,10
4.0,Icebox,sova,50.0,20,10
4.0,Icebox,raze,50.0,2,1
4.0,Icebox,chamber,50.0,6,3
4.0,Icebox,jett,46.67,15,7
4.0,Icebox,reyna,41.67,12,5
4.0,Icebox,killjoy,33.33,3,1
4.0,Split,chamber,100.0,2,2
4.0,Split,skye,66.67,3,2
4.0,Split,astra,50.0,4,2
4.0,Split,viper,50.0,4,2
4.0,Split,raze,50.0,4,2
4.0,Split,jett,0.0,1,0
4.0,Split,killjoy,0.0,1,0
4.0,Split,sage,0.0,1,0
4.01,Ascent,sage,80.0,5,4
4.01,Ascent,killjoy,63.16,19,12
4.01,Ascent,sova,50.0,26,13
4.01,Ascent,kayo,50.0,12,6
4.01,Ascent,astra,50.0,26,13
4.01,Ascent,skye,50.0,6,3
4.01,Ascent,reyna,50.0,2,1
4.01,Ascent,jett,47.83,23,11
4.01,Ascent,chamber,28.57,7,2
4.01,Ascent,cypher,0.0,1,0
4.01,Ascent,raze,0.0,3,0
4.01,Bind,brimstone,100.0,1,1
4.01,Bind,phoenix,100.0,2,2
4.01,Bind,omen,100.0,1,1
4.01,Bind,jett,66.67,9,6
4.01,Bind,cypher,66.67,3,2
4.01,Bind,sova,54.29,35,19
4.01,Bind,viper,52.94,34,18
4.01,Bind,skye,50.0,28,14
4.01,Bind,raze,48.39,31,15
4.01,Bind,astra,47.37,38,18
4.01,Bind,chamber,40.0,10,4
4.01,Bind,reyna,0.0,3,0
4.01,Bind,killjoy,0.0,1,0
4.01,Bind,kayo,0.0,2,0
4.01,Bind,yoru,0.0,1,0
4.01,Bind,breach,0.0,1,0
4.01,Breeze,reyna,100.0,1,1
4.01,Breeze,astra,75.0,4,3
4.01,Breeze,kayo,64.29,14,9
4.01,Breeze,chamber,52.63,19,10
4.01,Breeze,viper,50.0,26,13
4.01,Breeze,sova,50.0,26,13
4.01,Breeze,jett,43.48,23,10
4.01,Breeze,cypher,40.0,5,2
4.01,Breeze,skye,33.33,12,4
4.01,Fracture,astra,75.0,4,3
4.01,Fracture,cypher,75.0,4,3
4.01,Fracture,viper,50.0,6,3
4.01,Fracture,breach,50.0,6,3
4.01,Fracture,raze,50.0,4,2
4.01,Fracture,jett,50.0,2,1
4.01,Fracture,chamber,0.0,2,0
4.01,Fracture,brimstone,0.0,1,0
4.01,Fracture,skye,0.0,1,0
4.01,Haven,omen,100.0,3,3
4.01,Haven,raze,100.0,1,1
4.01,Haven,sage,100.0,1,1
4.01,Haven,chamber,77.78,9,7
4.01,Haven,kayo,77.78,9,7
4.01,Haven,skye,50.0,24,12
4.01,Haven,reyna,50.0,4,2
4.01,Haven,jett,48.84,43,21
4.01,Haven,sova,48.78,41,20
4.01,Haven,killjoy,46.67,30,14
4.01,Haven,astra,46.34,41,19
4.01,Haven,breach,22.22,9,2
4.01,Haven,cypher,20.0,5,1
4.01,Icebox,astra,100.0,1,1
4.01,Icebox,reyna,65.22,23,15
4.01,Icebox,sova,52.78,36,19
4.01,Icebox,chamber,51.85,27,14
4.01,Icebox,viper,50.0,38,19
4.01,Icebox,raze,50.0,2,1
4.01,Icebox,kayo,50.0,2,1
4.01,Icebox,killjoy,50.0,4,2
4.01,Icebox,sage,44.83,29,13
4.01,Icebox,jett,41.67,24,10
4.01,Icebox,neon,0.0,1,0
4.01,Icebox,cypher,0.0,1,0
4.01,Icebox,skye,0.0,2,0
4.01,Split,chamber,60.0,20,12
4.01,Split,skye,57.69,26,15
4.01,Split,viper,55.17,29,16
4.01,Split,astra,50.0,34,17
4.01,Split,raze,50.0,28,14
4.01,Split,killjoy,50.0,2,1
4.01,Split,jett,42.86,7,3
4.01,Split,kayo,40.0,5,2
4.01,Split,cypher,40.0,5,2
4.01,Split,sage,27.27,11,3
4.01,Split,reyna,0.0,1,0
4.01,Split,breach,0.0,1,0
4.01,Split,sova,0.0,1,0
4.03,Ascent,cypher,100.0,2,2
4.03,Ascent,sage,100.0,1,1
4.03,Ascent,sova,50.0,18,9
4.03,Ascent,jett,50.0,18,9
4.03,Ascent,kayo,50.0,12,6
4.03,Ascent,astra,50.0,14,7
4.03,Ascent,skye,50.0,2,1
4.03,Ascent,chamber,50.0,2,1
4.03,Ascent,omen,50.0,4,2
4.03,Ascent,killjoy,42.86,14,6
4.03,Ascent,reyna,33.33,3,1
4.03,Bind,sova,71.43,7,5
4.03,Bind,astra,62.5,8,5
4.03,Bind,raze,50.0,6,3
4.03,Bind,viper,50.0,8,4
4.03,Bind,skye,50.0,10,5
4.03,Bind,killjoy,50.0,2,1
4.03,Bind,jett,50.0,4,2
4.03,Bind,brimstone,0.0,2,0
4.03,Bind,sage,0.0,1,0
4.03,Bind,chamber,0.0,2,0
4.03,Breeze,cypher,60.0,5,3
4.03,Breeze,jett,52.94,17,9
4.03,Breeze,sova,50.0,18,9
4.03,Breeze,viper,50.0,18,9
4.03,Breeze,kayo,50.0,12,6
4.03,Breeze,astra,50.0,2,1
4.03,Breeze,chamber,46.15,13,6
4.03,Breeze,skye,40.0,5,2
4.03,Fracture,raze,100.0,1,1
4.03,Fracture,viper,100.0,1,1
4.03,Fracture,astra,50.0,2,1
4.03,Fracture,chamber,50.0,2,1
4.03,Fracture,breach,50.0,2,1
4.03,Fracture,neon,0.0,1,0
4.03,Fracture,skye,0.0,1,0
4.03,Haven,phoenix,100.0,1,1
4.03,Haven,kayo,66.67,9,6
4.03,Haven,sage,66.67,3,2
4.03,Haven,killjoy,56.25,16,9
4.03,Haven,astra,50.0,22,11
4.03,Haven,sova,50.0,20,10
4.03,Haven,jett,50.0,24,12
4.03,Haven,omen,50.0,2,1
4.03,Haven,skye,40.0,10,4
4.03,Haven,chamber,40.0,5,2
4.03,Haven,cypher,33.33,3,1
4.03,Haven,breach,20.0,5,1
4.03,Icebox,killjoy,57.14,7,4
4.03,Icebox,chamber,55.56,9,5
4.03,Icebox,jett,52.94,17,9
4.03,Icebox,sova,50.0,20,10
4.03,Icebox,viper,50.0,20,10
4.03,Icebox,sage,50.0,18,9
4.03,Icebox,kayo,50.0,4,2
4.03,Icebox,reyna,20.0,5,1
4.03,Split,cypher,75.0,4,3
4.03,Split,jett,75.0,4,3
4.03,Split,skye,55.56,9,5
4.03,Split,astra,50.0,18,9
4.03,Split,raze,50.0,18,9
4.03,Split,viper,50.0,14,7
4.03,Split,omen,50.0,2,1
4.03,Split,sage,50.0,6,3
4.03,Split,breach,44.44,9,4
4.03,Split,chamber,42.86,14,6
4.03,Split,kayo,0.0,1,0
4.03,Split,reyna,0.0,1,0
4.04,Ascent,raze,100.0,3,3
4.04,Ascent,chamber,73.33,15,11
4.04,Ascent,skye,61.54,13,8
4.04,Ascent,brimstone,60.0,15,9
4.04,Ascent,cypher,58.33,12,7
4.04,Ascent,kayo,51.72,87,45
4.04,Ascent,astra,50.0,34,17
4.04,Ascent,reyna,50.0,2,1
4.04,Ascent,breach,50.0,4,2
4.04,Ascent,sova,49.59,121,60
4.04,Ascent,jett,48.74,119,58
4.04,Ascent,omen,48.65,74,36
4.04,Ascent,killjoy,43.75,96,42
4.04,Ascent,sage,40.0,15,6
4.04,Bind,kayo,100.0,1,1
4.04,Bind,chamber,63.64,22,14
4.04,Bind,sage,57.69,26,15
4.04,Bind,skye,56.36,55,31
4.04,Bind,astra,55.0,20,11
4.04,Bind,viper,52.27,44,23
4.04,Bind,raze,50.94,53,27
4.04,Bind,yoru,50.0,4,2
4.04,Bind,omen,50.0,2,1
4.04,Bind,brimstone,47.73,44,21
4.04,Bind,killjoy,40.0,5,2
4.04,Bind,sova,33.33,27,9
4.04,Bind,jett,33.33,18,6
4.04,Bind,breach,22.22,9,2
4.04,Breeze,kayo,58.7,46,27
4.04,Breeze,viper,50.77,65,33
4.04,Breeze,chamber,50.0,44,22
4.04,Breeze,jett,50.0,64,32
4.04,Breeze,cypher,50.0,22,11
4.04,Breeze,neon,50.0,2,1
4.04,Breeze,sova,49.23,65,32
4.04,Breeze,reyna,33.33,6,2
4.04,Breeze,skye,33.33,15,5
4.04,Breeze,brimstone,0.0,1,0
4.04,Fracture,neon,90.0,10,9
4.04,Fracture,kayo,72.73,11,8
4.04,Fracture,chamber,54.76,42,23
4.04,Fracture,breach,50.88,57,29
4.04,Fracture,brimstone,50.0,40,20
4.04,Fracture,sage,50.0,18,9
4.04,Fracture,astra,47.37,19,9
4.04,Fracture,cypher,45.0,20,9
4.04,Fracture,raze,43.24,37,16
4.04,Fracture,jett,40.0,20,8
4.04,Fracture,viper,38.46,26,10
4.04,Haven,yoru,100.0,1,1
4.04,Haven,sage,83.33,6,5
4.04,Haven,phoenix,66.67,3,2
4.04,Haven,neon,60.0,10,6
4.04,Haven,reyna,57.14,7,4
4.04,Haven,astra,55.17,29,16
4.04,Haven,skye,54.22,83,45
4.04,Haven,jett,51.2,125,64
4.04,Haven,chamber,50.98,51,26
4.04,Haven,omen,50.51,99,50
4.04,Haven,killjoy,50.0,70,35
4.04,Haven,cypher,47.83,23,11
4.04,Haven,sova,47.37,76,36
4.04,Haven,breach,46.84,79,37
4.04,Haven,kayo,43.33,30,13
4.04,Haven,brimstone,36.84,19,7
4.04,Haven,raze,22.22,9,2
4.04,Icebox,raze,100.0,1,1
4.04,Icebox,chamber,55.93,59,33
4.04,Icebox,sage,52.7,74,39
4.04,Icebox,viper,51.61,93,48
4.04,Icebox,jett,51.35,74,38
4.04,Icebox,sova,50.0,96,48
4.04,Icebox,killjoy,48.0,25,12
4.04,Icebox,kayo,41.67,24,10
4.04,Icebox,omen,36.84,19,7
4.04,Icebox,reyna,26.67,15,4
4.04,Split,neon,83.33,6,5
4.04,Split,cypher,65.22,23,15
4.04,Split,astra,62.07,29,18
4.04,Split,kayo,53.85,13,7
4.04,Split,raze,52.38,63,33
4.04,Split,sage,50.91,55,28
4.04,Split,viper,50.0,24,12
4.04,Split,skye,48.39,31,15
4.04,Split,chamber,48.15,27,13
4.04,Split,jett,46.67,30,14
4.04,Split,omen,44.68,47,21
4.04,Split,breach,41.18,34,14
4.04,Split,killjoy,33.33,9,3
4.04,Split,brimstone,25.0,8,2
4.04,Split,reyna,0.0,1,0
4.05,Ascent,brimstone,100.0,1,1
4.05,Ascent,sage,66.67,3,2
4.05,Ascent,cypher,60.0,5,3
4.05,Ascent,jett,50.0,6,3
4.05,Ascent,sova,50.0,6,3
4.05,Ascent,omen,40.0,5,2
4.05,Ascent,kayo,33.33,3,1
4.05,Ascent,chamber,0.0,1,0
4.05,Bind,chamber,100.0,1,1
4.05,Bind,breach,100.0,1,1
4.05,Bind,raze,66.67,3,2
4.05,Bind,sova,50.0,2,1
4.05,Bind,brimstone,50.0,4,2
4.05,Bind,sage,50.0,2,1
4.05,Bind,viper,33.33,3,1
4.05,Bind,skye,33.33,3,1
4.05,Bind,jett,0.0,1,0
4.05,Haven,cypher,100.0,1,1
4.05,Haven,kayo,100.0,1,1
4.05,Haven,omen,50.0,4,2
4.05,Haven,sova,50.0,2,1
4.05,Haven,jett,50.0,4,2
4.05,Haven,chamber,50.0,2,1
4.05,Haven,skye,50.0,2,1
4.05,Haven,breach,33.33,3,1
4.05,Haven,killjoy,0.0,1,0
4.05,Icebox,reyna,100.0,1,1
4.05,Icebox,kayo,75.0,4,3
4.05,Icebox,chamber,60.0,5,3
4.05,Icebox,viper,50.0,8,4
4.05,Icebox,sova,50.0,8,4
4.05,Icebox,jett,42.86,7,3
4.05,Icebox,sage,40.0,5,2
4.05,Icebox,killjoy,0.0,2,0
4.05,Split,raze,50.0,2,1
4.05,Split,cypher,50.0,2,1
4.05,Split,jett,50.0,2,1
4.05,Split,sage,50.0,2,1
4.05,Split,omen,50.0,2,1
4.07,Ascent,breach,100.0,3,3
4.07,Ascent,sage,77.78,9,7
4.07,Ascent,raze,66.67,3,2
4.07,Ascent,omen,55.36,56,31
4.07,Ascent,killjoy,53.33,60,32
4.07,Ascent,sova,51.39,72,37
4.07,Ascent,jett,48.61,72,35
4.07,Ascent,kayo,44.07,59,26
4.07,Ascent,astra,40.0,15,6
4.07,Ascent,chamber,36.36,11,4
4.07,Ascent,skye,33.33,3,1
4.07,Ascent,cypher,25.0,4,1
4.07,Ascent,brimstone,0.0,3,0
4.07,Bind,omen,72.73,11,8
4.07,Bind,astra,69.23,13,9
4.07,Bind,jett,69.23,13,9
4.07,Bind,viper,59.18,49,29
4.07,Bind,skye,55.36,56,31
